Episode(timeslot),agent,step,temp_step,reward,critic_loss,actor_loss,action
559,1,183,183,0.6251540184020996,0.2564318776130676,0.6346304416656494,[1 1 1 1 1 0 0 0 0 1 1 0 1 0 1 0]
559,1,184,184,0.6347108483314514,0.277432382106781,0.6346304416656494,[0 0 1 1 0 0 1 1 1 1 1 1 1 0 1 0]
559,1,185,185,0.6285058856010437,0.25406837463378906,0.6346304416656494,[1 0 1 1 0 0 1 0 1 1 1 0 1 1 1 1]
559,1,186,186,0.6211801767349243,0.2792595624923706,0.6346304416656494,[1 0 1 0 1 0 1 0 1 1 0 0 1 1 1 0]
559,1,187,187,0.633501410484314,0.2746731638908386,0.6346304416656494,[1 1 0 0 1 0 1 0 1 1 0 1 0 1 1 0]
559,1,188,188,0.640281081199646,0.26334285736083984,0.6346304416656494,[1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 1]
559,1,189,189,0.6429464221000671,0.26069754362106323,0.6346304416656494,[1 0 1 1 0 0 0 0 0 0 1 1 0 1 1 1]
559,1,190,190,0.7730764150619507,0.27307063341140747,0.6346304416656494,[1 0 1 0 1 1 0 0 0 1 1 0 0 1 1 0]
559,1,191,191,0.7212973833084106,0.2593841552734375,0.6346304416656494,[1 0 1 0 1 0 1 0 0 0 1 1 1 1 1 0]
559,1,192,192,0.633292555809021,0.26272696256637573,0.6333978772163391,[0 1 0 0 1 0 1 0 1 0 1 0 1 1 1 1]
559,1,193,193,0.6208515167236328,0.24172720313072205,0.6333978772163391,[0 1 0 1 0 1 0 0 1 1 0 1 0 1 1 0]
559,1,194,194,0.6129289269447327,0.2592606544494629,0.6333978772163391,[0 1 1 0 0 0 0 1 0 1 0 0 1 1 0 0]
559,1,195,195,0.6271573305130005,0.26480817794799805,0.6333978772163391,[1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0]
559,1,196,196,0.6130122542381287,0.26960664987564087,0.6333978772163391,[1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1]
559,1,197,197,0.6228790879249573,0.2474656105041504,0.6333978772163391,[0 0 1 1 1 0 1 0 1 1 0 0 1 0 1 1]
559,1,198,198,0.6450667977333069,0.27083665132522583,0.6333978772163391,[1 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1]
559,1,199,199,0.6675853133201599,0.2668100595474243,0.6333978772163391,[1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1]
559,1,200,200,0.6755126714706421,0.27342069149017334,0.6333978772163391,[0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1]
559,1,201,201,0.6237413287162781,0.26792722940444946,0.6333978772163391,[0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1]
559,1,202,202,0.6160867810249329,0.2702655792236328,0.6333978772163391,[0 1 1 1 1 0 1 1 0 0 0 0 1 1 0 1]
559,1,203,203,0.7478188276290894,0.28291916847229004,0.6333978772163391,[1 1 0 0 1 1 1 0 0 1 0 0 0 1 1 1]
559,1,204,204,0.6162054538726807,0.25789982080459595,0.6333978772163391,[1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1]
